,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
776,776,Pop Culture,i'm talking about politics business the arts,0.4387,44,,,Pop Culture
777,777,Pop Culture,rock music  oh thank god you're here,0.4378,36,,,Pop Culture
778,778,Pop Culture,  music  mainly right here,0.4349,26,,,Pop Culture
779,779,Pop Culture,rock music  come on baby,0.4342,24,,,Pop Culture
780,780,Pop Culture,music it's all about the feel having fun,0.4324,40,,,Pop Culture
781,781,Pop Culture, anyone and everything in the world,0.4284,35,,,Pop Culture
782,782,Pop Culture,stuff and nonsense,0.4284,18,,,Pop Culture
783,783,Pop Culture,almost like high fashion and sportswear,0.4275,39,,,Pop Culture
784,784,Pop Culture, tell me it's got to have some celebrity history,0.4261,48,,,Pop Culture
785,785,Pop Culture,the phone internet tv that's all us,0.4255,35,,,Pop Culture
786,786,Pop Culture, word of the week focus,0.4253,23,,,Pop Culture
787,787,Pop Culture,pop musical theme tune. hello everyone,0.4252,38,,,Pop Culture
788,788,Pop Culture, music  let's do a bet,0.423,22,,,Pop Culture
789,789,Pop Culture,hiphop music  okay talk to me,0.4225,29,,,Pop Culture
790,790,Pop Culture,offbroadway my friend the fringes of civilization,0.4221,49,,,Pop Culture
791,791,Pop Culture,dramatic music the first personality was created the day elliot jumped out the window,0.4217,85,,,Pop Culture
792,792,Pop Culture,rock music indistinct chatter  lauren's hot,0.4196,43,,,Pop Culture
793,793,Pop Culture, ladies and the ladies,0.4187,22,,,Pop Culture
794,794,Pop Culture,rock and roll all right oh,0.418,26,,,Pop Culture
795,795,Pop Culture, and it's not sexualizing women in video games or the real world,0.4175,64,,,Pop Culture
796,796,Pop Culture,hiphop music  this is nuts  oh my gosh,0.4173,38,,,Pop Culture
797,797,Pop Culture,i'm a hiphop head,0.4162,17,,,Pop Culture
798,798,Pop Culture,lifestyles of the rich and famous,0.4155,33,,,Pop Culture
799,799,Pop Culture,lifestyles of the rich and famous,0.4155,33,,,Pop Culture
800,800,Real Estate,$44 million worth of real estate,0.5812,32,,,Real Estate
801,801,Real Estate,  and real estate is still a great place to put your money,0.5684,58,,,Real Estate
802,802,Real Estate, everything i ever wanted my own business money security a big new house,0.5441,72,,,Real Estate
803,803,Real Estate,it could be a business,0.5362,22,,,Real Estate
804,804,Real Estate, i sell real estate,0.5251,19,,,Real Estate
805,805,Real Estate,you've got $2 million and $1 million houses,0.5162,43,,,Real Estate
806,806,Real Estate, got a nice house,0.5116,17,,,Real Estate
807,807,Real Estate,i'm trying to think of what we could sell,0.51,41,,,Real Estate
808,808,Real Estate, mansion right  maybe a minimansion,0.509,35,,,Real Estate
809,809,Real Estate,just a lot of investment stuff,0.5086,30,,,Real Estate
810,810,Real Estate, we sell real estate,0.5084,20,,,Real Estate
811,811,Real Estate,why do you like real estate  um,0.5075,31,,,Real Estate
812,812,Real Estate, human trafficking,0.5072,18,,,Real Estate
813,813,Real Estate, to sell all 100 houses,0.5024,23,,,Real Estate
814,814,Real Estate, my retirement money,0.498,20,,,Real Estate
815,815,Real Estate, we were looking at properties,0.4924,30,,,Real Estate
816,816,Real Estate, a $7 million apartment and fake books really really  that's okay,0.4919,65,,,Real Estate
817,817,Real Estate,"i put the ""real"" in real estate",0.4871,31,,,Real Estate
818,818,Real Estate,a small share of your inheritance,0.4869,33,,,Real Estate
819,819,Real Estate,traded that stuff like stocks and bonds,0.4865,39,,,Real Estate
820,820,Real Estate,a fortune that's gonna pay off multiple times,0.4856,45,,,Real Estate
821,821,Real Estate,last year i sold well over a hundred million in real estate,0.4851,59,,,Real Estate
822,822,Real Estate,last year i sold well over a hundred million in real estate,0.4851,59,,,Real Estate
823,823,Real Estate, potential buyers,0.4847,17,,,Real Estate
824,824,Real Estate,the first property we saw,0.4789,25,,,Real Estate
825,825,Real Estate,  what's 2 million people think real estate is easy,0.4785,51,,,Real Estate
826,826,Real Estate,look we sell real estate,0.4777,24,,,Real Estate
827,827,Real Estate,hi how about great fortune you want that after taxes not worth it,0.4731,65,,,Real Estate
828,828,Real Estate, more than the money the money is just what you need to buy in,0.4707,62,,,Real Estate
829,829,Real Estate,to our future as property magnates,0.4704,34,,,Real Estate
830,830,Real Estate,you know owning this land and billy and just hishis son and,0.4684,59,,,Real Estate
831,831,Real Estate,d sell for real buy with fake an cars for cash,0.4659,46,,,Real Estate
832,832,Real Estate,  to get this house,0.4646,19,,,Real Estate
833,833,Real Estate,we value properties in our heads we think about what kind of profits can be made but it's not for sale,0.4645,102,,,Real Estate
834,834,Real Estate,he's a real estate developer,0.4639,28,,,Real Estate
835,835,Real Estate, we have a great property,0.4633,25,,,Real Estate
836,836,Real Estate, you have three bedrooms starting at 5 million,0.4611,46,,,Real Estate
837,837,Real Estate, only a certain type of person is gonna want this lifestyle property,0.4591,68,,,Real Estate
838,838,Real Estate,in exchange for what a piece of everything: mines the bank the newspaper,0.4576,72,,,Real Estate
839,839,Real Estate,my home and my children they come second,0.4546,40,,,Real Estate
840,840,Real Estate, landscaping to the tune of $100000,0.4537,35,,,Real Estate
841,841,Real Estate, oh and what business is that mr,0.452,32,,,Real Estate
842,842,Real Estate, myself and my partners we started flipping house young we turned a small business into a big business,0.4517,102,,,Real Estate
843,843,Real Estate,we're in the business of selling houses and that's it,0.4482,53,,,Real Estate
844,844,Real Estate, anyone and everything in the world,0.4454,35,,,Real Estate
845,845,Real Estate,  music  i'll bet you a thousand,0.4449,32,,,Real Estate
846,846,Real Estate,we're not selling properties but we're selling something that they can aspire to,0.4446,80,,,Real Estate
847,847,Real Estate, the dock the boat the fishing pond the beach and we are going to sell this lake lifestyle,0.4437,90,,,Real Estate
848,848,Real Estate,i sell a lifestyle,0.4417,18,,,Real Estate
849,849,Real Estate,i sell a lifestyle,0.4417,18,,,Real Estate
850,850,Religion & Spirituality,it's more about spirituality and where man's going and where the earth's going and you know mother nature and the whole thing,0.6147,125,,,Religion & Spirituality
851,851,Religion & Spirituality, sociology  yeah,0.5349,16,,,Religion & Spirituality
852,852,Religion & Spirituality, sociology  yeah,0.5349,16,,,Religion & Spirituality
853,853,Religion & Spirituality,indistinct conversations some forge their own course guided by faith seeking not a location but a kindred soul,0.5143,110,,,Religion & Spirituality
854,854,Religion & Spirituality,of every religion,0.5008,17,,,Religion & Spirituality
855,855,Religion & Spirituality,uh the circle of life,0.4893,21,,,Religion & Spirituality
856,856,Religion & Spirituality,a spiritual nexus is a point of incredible energy,0.4811,49,,,Religion & Spirituality
857,857,Religion & Spirituality,peace prosperity,0.4611,16,,,Religion & Spirituality
858,858,Religion & Spirituality,metaphysicists believe the land to be what they call a spiritual nexus,0.4561,70,,,Religion & Spirituality
859,859,Religion & Spirituality,i will deal with this later after i meditate,0.4547,44,,,Religion & Spirituality
860,860,Religion & Spirituality,stuff and nonsense,0.4542,18,,,Religion & Spirituality
861,861,Religion & Spirituality,so we need topics for conversation,0.4534,34,,,Religion & Spirituality
862,862,Religion & Spirituality,just about everything like adam and you and her,0.4518,47,,,Religion & Spirituality
863,863,Religion & Spirituality, ancient history,0.4495,16,,,Religion & Spirituality
864,864,Religion & Spirituality,knowledge and reverence,0.4409,23,,,Religion & Spirituality
865,865,Religion & Spirituality,in the lives of and that love,0.4391,29,,,Religion & Spirituality
866,866,Religion & Spirituality, anyone and everything in the world,0.4381,35,,,Religion & Spirituality
867,867,Religion & Spirituality, what you come out here for i want to inspire the world,0.4364,55,,,Religion & Spirituality
868,868,Religion & Spirituality,about who we all really are,0.4323,27,,,Religion & Spirituality
869,869,Religion & Spirituality,a new life new identity,0.4316,23,,,Religion & Spirituality
870,870,Religion & Spirituality,we ask that you commune with us,0.4309,31,,,Religion & Spirituality
871,871,Religion & Spirituality,there's just a lot of things that i'm interested in vocalizing my beliefs on,0.4305,76,,,Religion & Spirituality
872,872,Religion & Spirituality,man to man well from one mortal to another,0.4273,42,,,Religion & Spirituality
873,873,Religion & Spirituality,"what do you mean ""reason"" why am i here what am i doing what are we all doing trying to get through life as best we can",0.424,119,,,Religion & Spirituality
874,874,Religion & Spirituality, just knowing where you're at in life,0.4229,37,,,Religion & Spirituality
875,875,Religion & Spirituality,the rabbi and the cantor and the mohel,0.421,38,,,Religion & Spirituality
876,876,Religion & Spirituality,the stuff that i'm gonna be teaching in class today,0.4201,51,,,Religion & Spirituality
877,877,Religion & Spirituality,generosity and togetherness and community all convalescences into,0.4174,65,,,Religion & Spirituality
878,878,Religion & Spirituality,god being around you around the house people actually doing something meaningful with their lives  oh come on you do too,0.4157,120,,,Religion & Spirituality
879,879,Religion & Spirituality,it molds who you are as a human being and who you will always be,0.4138,64,,,Religion & Spirituality
880,880,Religion & Spirituality,life from lifelessness,0.4127,22,,,Religion & Spirituality
881,881,Religion & Spirituality,right you mentioned that something about some sort of a spiritual,0.4107,65,,,Religion & Spirituality
882,882,Religion & Spirituality, wonderful next topic,0.4096,21,,,Religion & Spirituality
883,883,Religion & Spirituality, you know where we stand as far is our belief in god and our belief in heaven and hell and our belief in the bible and those type of things,0.4078,139,,,Religion & Spirituality
884,884,Religion & Spirituality,about your father about his theories,0.4073,36,,,Religion & Spirituality
885,885,Religion & Spirituality,offbroadway my friend the fringes of civilization,0.4066,49,,,Religion & Spirituality
886,886,Religion & Spirituality,prosperity dreams freedom,0.4055,25,,,Religion & Spirituality
887,887,Religion & Spirituality,i've always been intrigued by the spirit world,0.4041,46,,,Religion & Spirituality
888,888,Religion & Spirituality, it can be anything we want it to be,0.4041,36,,,Religion & Spirituality
889,889,Religion & Spirituality,laughter the greatest and most challenging adventure of human relationships,0.404,75,,,Religion & Spirituality
890,890,Religion & Spirituality, good luck on your spiritual journey,0.4035,36,,,Religion & Spirituality
891,891,Religion & Spirituality,  well one thing that we did want to get your take on is the daytoday,0.4033,69,,,Religion & Spirituality
892,892,Religion & Spirituality, my college education,0.4024,21,,,Religion & Spirituality
893,893,Religion & Spirituality,my beliefs create my own reality,0.4024,32,,,Religion & Spirituality
894,894,Religion & Spirituality,she believes the pulse of our city comes from service faith and family,0.4023,70,,,Religion & Spirituality
895,895,Religion & Spirituality,it was just people sharing love peace not worrying about rules and being their own self and that's what i'm doing now,0.4021,117,,,Religion & Spirituality
896,896,Religion & Spirituality,just families sharing our lives,0.4012,31,,,Religion & Spirituality
897,897,Religion & Spirituality,it's about you know it's about people,0.4002,37,,,Religion & Spirituality
898,898,Religion & Spirituality, okay i'm about to put forth economics,0.3998,38,,,Religion & Spirituality
899,899,Religion & Spirituality, what life brings,0.3996,17,,,Religion & Spirituality
900,900,Science, you know it is science,0.5878,23,,,Science
901,901,Science,i know a scientist,0.5865,18,,,Science
902,902,Science,i'm good at science 10000%,0.5861,26,,,Science
903,903,Science, you're the scientist,0.5537,21,,,Science
904,904,Science,i'm not a science guy,0.5356,21,,,Science
905,905,Science, and pretty quickly we get into a discussion of science,0.5192,55,,,Science
906,906,Science,it's the sort of cuttingedge science we used to talk about late into the night,0.4823,78,,,Science
907,907,Science,i'm a geneticist,0.4559,16,,,Science
908,908,Science,i'm a geneticist,0.4559,16,,,Science
909,909,Science,this is my grant my experiment,0.44,30,,,Science
910,910,Science,danielson your new science teacher,0.4364,34,,,Science
911,911,Science, sociology  yeah,0.4324,16,,,Science
912,912,Science, sociology  yeah,0.4324,16,,,Science
913,913,Science,there's a little bit of physical chemistry,0.4322,42,,,Science
914,914,Science,what makes things,0.4311,17,,,Science
915,915,Science, anatomy class right now,0.423,24,,,Science
916,916,Science,biology wasn'â€™t my strong suit,0.413,30,,,Science
917,917,Science,we're quick studies,0.4103,19,,,Science
918,918,Science,i'm sort of into genetics too,0.4072,29,,,Science
919,919,Science, in the culinary world,0.4067,22,,,Science
920,920,Science, just make it as abstract as possible,0.4063,37,,,Science
921,921,Science, it's not like anybody believes in science anymore,0.4034,50,,,Science
922,922,Science,they love to show off their lab little mad scientists,0.4025,53,,,Science
923,923,Science,i had no idea there was a science project going on there,0.4024,56,,,Science
924,924,Science,and there has to be some sort of an explanation okay,0.3987,52,,,Science
925,925,Science,i need to expand my horizons,0.3968,28,,,Science
926,926,Science, well i minored in astronomy,0.3949,28,,,Science
927,927,Science,so please send me the research,0.3946,30,,,Science
928,928,Science,i simply advanced a theory,0.3946,26,,,Science
929,929,Science, it's just physics,0.3918,18,,,Science
930,930,Science,that's the best field study ever,0.3868,32,,,Science
931,931,Science,it started in the chemistry lab,0.384,31,,,Science
932,932,Science, i need something from evidence,0.3837,31,,,Science
933,933,Science,what would you  i mean if a piano suddenly didn't exist what would you do be a writer scientist,0.3818,95,,,Science
934,934,Science,something you can't explain,0.3772,27,,,Science
935,935,Science,"has to be like an observatory or something like that ""observatory"" ""preservatory"" ""observe""  kathy: i don't give a bleep what it is",0.3768,131,,,Science
936,936,Science,subject matter's been elusive,0.3752,29,,,Science
937,937,Science,nature follows rules,0.3747,20,,,Science
938,938,Science, what like an experiment  i wouldn't characterize it like that,0.3708,62,,,Science
939,939,Science,  with the facts,0.3692,16,,,Science
940,940,Science,it's almost like a chem lab or something,0.3685,40,,,Science
941,941,Science, what's this  pops lips science homework,0.3674,40,,,Science
942,942,Science,you're a rocket scientist,0.3669,25,,,Science
943,943,Science,stem cell research,0.3663,18,,,Science
944,944,Science,we have several theories,0.3636,24,,,Science
945,945,Science,we are ready at the lab,0.3633,23,,,Science
946,946,Science,the nature of life is not permanence but flux,0.3568,45,,,Science
947,947,Science,you created it you gave birth to it,0.3553,35,,,Science
948,948,Science,we watched a video about our changing bodies,0.3537,44,,,Science
949,949,Science,hurry we have to make this fast,0.3537,31,,,Science
950,950,Shopping,shoppers be shoppin',0.6181,20,,,Shopping
951,951,Shopping, so you guys are actually going shopping right now,0.6106,50,,,Shopping
952,952,Shopping,sighs  i hate shopping,0.6046,22,,,Shopping
953,953,Shopping,i've got some shopping to do,0.5773,28,,,Shopping
954,954,Shopping,i was shopping for dad's present,0.538,32,,,Shopping
955,955,Shopping,donna went shopping,0.5329,19,,,Shopping
956,956,Shopping, now are you guys looking to purchase or are you guys just kind of looking around  we're just kind of looking around,0.5313,116,,,Shopping
957,957,Shopping, anything in the store,0.5306,22,,,Shopping
958,958,Shopping,buying gifts all that stuff,0.5298,27,,,Shopping
959,959,Shopping, 30 minutes to shop,0.5284,19,,,Shopping
960,960,Shopping,we're gonna go shopping in the market,0.5182,37,,,Shopping
961,961,Shopping,i mean i shop online,0.5174,20,,,Shopping
962,962,Shopping, i need to stop shopping,0.5174,24,,,Shopping
963,963,Shopping,at home my mom does all the shopping,0.5172,36,,,Shopping
964,964,Shopping,so you have 45 minutes to shop and $250,0.5025,39,,,Shopping
965,965,Shopping," i'm like ""are we going shopping already""  yes we are",0.4957,53,,,Shopping
966,966,Shopping, they're just women who think they'll literally shopping,0.4943,56,,,Shopping
967,967,Shopping, shop for like 20 minutes on your own and then come together at 21 minutes,0.4919,74,,,Shopping
968,968,Shopping,you have $300 and 45 minutes to shop,0.4872,36,,,Shopping
969,969,Shopping, doing what  not going to the movies,0.4854,36,,,Shopping
970,970,Shopping, we're gonna get you guys to the market to shop,0.4849,47,,,Shopping
971,971,Shopping,what are you in here for shoplifting,0.4809,36,,,Shopping
972,972,Shopping,the shop doing as well as it is and,0.4793,35,,,Shopping
973,973,Shopping,i went ring shopping,0.4727,20,,,Shopping
974,974,Shopping, so we're looking to buy something not looking to sell something,0.4691,64,,,Shopping
975,975,Shopping, you guys have 45 minutes and $300 to shop,0.4688,42,,,Shopping
976,976,Shopping, this the first time i feel gucci about shopping,0.4677,48,,,Shopping
977,977,Shopping, literally i grocery shop at the dollar store,0.4668,45,,,Shopping
978,978,Shopping,  hey hello  all right guys you have 30 minutes to shop and $400,0.4658,64,,,Shopping
979,979,Shopping, if you guys were we were shopping today,0.4646,40,,,Shopping
980,980,Shopping,putting away your clothes,0.4612,25,,,Shopping
981,981,Shopping, mom dad mom's at the store,0.4551,27,,,Shopping
982,982,Shopping, thank you  guys let's all go shopping and get this started,0.4544,59,,,Shopping
983,983,Shopping,you guys have $175 and 30 minutes to shop,0.4525,41,,,Shopping
984,984,Shopping, what do we sell um,0.4516,19,,,Shopping
985,985,Shopping, i mean that's probably my most shopped store of my life,0.4491,56,,,Shopping
986,986,Shopping, people are buying,0.4484,18,,,Shopping
987,987,Shopping,this is not a store,0.4472,19,,,Shopping
988,988,Shopping,what are you doing here  taking care of business,0.4469,48,,,Shopping
989,989,Shopping, quick little errand,0.4456,20,,,Shopping
990,990,Shopping,when i'm shopping in a fabric store i just touch and feel and when i see something that catches my eye that's it i'm done,0.4433,121,,,Shopping
991,991,Shopping, frozen food aisle,0.4433,18,,,Shopping
992,992,Shopping,this is our store of clothes,0.4428,28,,,Shopping
993,993,Shopping,i will limit my shopping to just window i promise,0.4422,49,,,Shopping
994,994,Shopping, you know i'm hoping i'm shopping on this side,0.4418,46,,,Shopping
995,995,Shopping,i know that like you don't care as much about the stores anymore,0.4392,64,,,Shopping
996,996,Shopping, what your carts aren't over there,0.4391,34,,,Shopping
997,997,Shopping, this is the tricky part about the buying side,0.437,46,,,Shopping
998,998,Shopping,do you want to go  where  to the mall,0.436,37,,,Shopping
999,999,Shopping,what about you looks like you've bought out the entire gift shop,0.4358,64,,,Shopping
1000,1000,Sports, both: basketball,0.622,17,,,Sports
1001,1001,Sports,  same sports  thethe same sports,0.6205,33,,,Sports
1002,1002,Sports,we watched sports,0.617,17,,,Sports
1003,1003,Sports,  it's not the sport,0.5368,20,,,Sports
1004,1004,Sports,man we are athletes,0.5281,19,,,Sports
1005,1005,Sports,  soccer interesting,0.524,20,,,Sports
1006,1006,Sports,games is one thing,0.5091,18,,,Sports
1007,1007,Sports,playing football again,0.5064,22,,,Sports
1008,1008,Sports,  yelling y people like sports,0.5024,30,,,Sports
1009,1009,Sports,  'cause it wasn't a sport,0.5018,26,,,Sports
1010,1010,Sports, that's even worse okay i don't like sports,0.4965,43,,,Sports
1011,1011,Sports, what  some next generation athletetype thing,0.4911,45,,,Sports
1012,1012,Sports,laughs he doesn't know sports,0.49,29,,,Sports
1013,1013,Sports, oldschool football,0.4886,19,,,Sports
1014,1014,Sports,talk about a whole mess of stuff besides football,0.4856,49,,,Sports
1015,1015,Sports, what sports  i played track softball basketball i did cheerleading,0.4847,67,,,Sports
1016,1016,Sports,played high school football,0.4828,27,,,Sports
1017,1017,Sports,  ball ball ball,0.4781,16,,,Sports
1018,1018,Sports,the grades the sports,0.478,21,,,Sports
1019,1019,Sports, what's your main event that youyou do  sevens,0.4771,46,,,Sports
1020,1020,Sports, pool our good luck of course,0.4752,29,,,Sports
1021,1021,Sports, but i'm talking about a world outside of sports vy,0.4748,51,,,Sports
1022,1022,Sports, i played every sport,0.4741,21,,,Sports
1023,1023,Sports,what do you do when you're not in school you play football i play football,0.4636,74,,,Sports
1024,1024,Sports,every hacker'â€™s favorite sport,0.4635,30,,,Sports
1025,1025,Sports,basketball dribbling shot whooshes  there you go,0.4634,48,,,Sports
1026,1026,Sports, what are you trying out for the team mrs,0.4623,41,,,Sports
1027,1027,Sports, you can play soccer,0.4557,20,,,Sports
1028,1028,Sports,  it's sportswear,0.4524,17,,,Sports
1029,1029,Sports,just play football,0.4482,18,,,Sports
1030,1030,Sports,laughing  ahh  am i hitting it too hard i like sports because there's no gray area of bullsh,0.4469,92,,,Sports
1031,1031,Sports,he loves football,0.4435,17,,,Sports
1032,1032,Sports,i own an nfl team,0.4424,17,,,Sports
1033,1033,Sports, a team challenge,0.4412,17,,,Sports
1034,1034,Sports, a team challenge,0.4412,17,,,Sports
1035,1035,Sports,musical very athletic,0.4372,21,,,Sports
1036,1036,Sports, my favorite activity,0.4364,21,,,Sports
1037,1037,Sports,but it's not my real sport,0.4363,26,,,Sports
1038,1038,Sports, yo why would i use that i'm a athlete bro,0.4359,42,,,Sports
1039,1039,Sports,this whole football thing is a riddle to me,0.4357,43,,,Sports
1040,1040,Sports, the soccer field and everything else,0.4338,37,,,Sports
1041,1041,Sports,watching game film,0.4337,18,,,Sports
1042,1042,Sports,be a sport and forgive me,0.4328,25,,,Sports
1043,1043,Sports,there's gonna be a football team,0.4324,32,,,Sports
1044,1044,Sports,it's about the thrill of competition,0.4315,36,,,Sports
1045,1045,Sports,  white and blue,0.4305,16,,,Sports
1046,1046,Sports, no games mind you,0.4293,18,,,Sports
1047,1047,Sports, i played hockey,0.4273,16,,,Sports
1048,1048,Sports,hi i meant to ask after soccer where did we land on the,0.4262,55,,,Sports
1049,1049,Sports, like me and my gymnastics,0.4262,26,,,Sports
1050,1050,Style & Fashion,let's talk about the fashion,0.7093,28,,,Style & Fashion
1051,1051,Style & Fashion,  stick to the fashion,0.6516,22,,,Style & Fashion
1052,1052,Style & Fashion,this is a place where fashion truly began,0.6402,41,,,Style & Fashion
1053,1053,Style & Fashion,from prada to dior to stella mccartney it's all about the tiedye,0.63,64,,,Style & Fashion
1054,1054,Style & Fashion,designers are now combining fashion with art and architecture pop culture to create full experiences for their fashion shows which leads me to your challenge,0.6296,157,,,Style & Fashion
1055,1055,Style & Fashion,what's happening what's going on in your world  you have a fashion editrix,0.6246,74,,,Style & Fashion
1056,1056,Style & Fashion,this is the reason i love to do fashion,0.6124,39,,,Style & Fashion
1057,1057,Style & Fashion, fashion is an opportunity to dream,0.6101,35,,,Style & Fashion
1058,1058,Style & Fashion,""" we're here to see fashion",0.6058,27,,,Style & Fashion
1059,1059,Style & Fashion, it is a challenge sometimes to choose what goes into a fashion story,0.6052,69,,,Style & Fashion
1060,1060,Style & Fashion,talk to me about what the fashion says,0.6021,38,,,Style & Fashion
1061,1061,Style & Fashion, i understand that my dress is not so street style without a very perfect styling,0.5983,81,,,Style & Fashion
1062,1062,Style & Fashion, i understand that my dress is not so street style without a very perfect styling,0.5983,81,,,Style & Fashion
1063,1063,Style & Fashion," don't get caught up with the ""glamour"" of fashion because we can tell you the glamour of fashion isn't so glamorous sometimes",0.5961,126,,,Style & Fashion
1064,1064,Style & Fashion, the haute couture,0.5953,18,,,Style & Fashion
1065,1065,Style & Fashion,i came from fashion,0.5936,19,,,Style & Fashion
1066,1066,Style & Fashion,almost like high fashion and sportswear,0.5875,39,,,Style & Fashion
1067,1067,Style & Fashion,"upbeat electronic music narrator: fashion designer christian siriano journalist elaine welteroth fashion designer brandon maxwell and editorinchief of ""elle"" magazine nina garcia are looking for america's next great fashion designer",0.5854,232,,,Style & Fashion
1068,1068,Style & Fashion,the fashion world is always evolving but some things remain the same,0.5854,68,,,Style & Fashion
1069,1069,Style & Fashion, i've mixed fashion and this challenge very well,0.5827,48,,,Style & Fashion
1070,1070,Style & Fashion,laughter  i do entertainment fashion,0.5785,36,,,Style & Fashion
1071,1071,Style & Fashion,"upbeat music narrator: fashion designer christian siriano journalist elaine welteroth fashion designer brandon maxwell and editorinchief of ""elle magazine"" nina garcia are looking for america's next great fashion designer",0.5704,221,,,Style & Fashion
1072,1072,Style & Fashion,  what do you stand for  fashion has come to represent powerful social and political movements throughout history,0.569,113,,,Style & Fashion
1073,1073,Style & Fashion,those are the things that i want in my fashion,0.5638,46,,,Style & Fashion
1074,1074,Style & Fashion, it's not fashion,0.5633,17,,,Style & Fashion
1075,1075,Style & Fashion, your challenge is to create luxury streetwear,0.5628,46,,,Style & Fashion
1076,1076,Style & Fashion,in fashion one day you're in and the next day you're out,0.5603,56,,,Style & Fashion
1077,1077,Style & Fashion, while at fashion school my goal was doing something important through my fashion,0.5588,81,,,Style & Fashion
1078,1078,Style & Fashion, your challenge is to create a highend fashion look that embraces floral prints,0.5577,79,,,Style & Fashion
1079,1079,Style & Fashion,for your challenge today your inspiration is gonna come from four of the biggest names in fashion,0.5555,97,,,Style & Fashion
1080,1080,Style & Fashion,"'s"" fashionable 50 list",0.5551,23,,,Style & Fashion
1081,1081,Style & Fashion,it's fashion it's travel it's restaurateurs hotels,0.5544,50,,,Style & Fashion
1082,1082,Style & Fashion,it's all about style,0.554,20,,,Style & Fashion
1083,1083,Style & Fashion,it really looked fashion,0.553,24,,,Style & Fashion
1084,1084,Style & Fashion,the look should be functional and yet still fashionable,0.5528,55,,,Style & Fashion
1085,1085,Style & Fashion, that's what i love about fashion,0.5527,33,,,Style & Fashion
1086,1086,Style & Fashion, so my goal for this collection it was to mix the styles the elegant style with some sporty vibe,0.5488,96,,,Style & Fashion
1087,1087,Style & Fashion, designers for your challenge take the fashion in the photo and evolve it into your own showstopping garment,0.5461,108,,,Style & Fashion
1088,1088,Style & Fashion, fashion and cocktails have a long history,0.5456,42,,,Style & Fashion
1089,1089,Style & Fashion,it's take us to this world give us a character of strength and fashion plays an important part of the game experience,0.5427,117,,,Style & Fashion
1090,1090,Style & Fashion,what i took from that image was the strong confident woman and i developed it to be a modern woman's taste having the structure having the detail,0.5419,145,,,Style & Fashion
1091,1091,Style & Fashion,we want each of you to create an experiential fashion show,0.5412,58,,,Style & Fashion
1092,1092,Style & Fashion,she's like a clothing designer,0.5396,30,,,Style & Fashion
1093,1093,Style & Fashion, alternative styles,0.5394,19,,,Style & Fashion
1094,1094,Style & Fashion, how did we just learn about this  i was in a ballet school for eight years and i graduated as a professional ballet dancer but i fall in love of how they make the garments for the place and i moved to fashion,0.5394,209,,,Style & Fashion
1095,1095,Style & Fashion, it was high fashion,0.5388,20,,,Style & Fashion
1096,1096,Style & Fashion, the whole look  ,0.5369,17,,,Style & Fashion
1097,1097,Style & Fashion,it was functional fashionable,0.5364,29,,,Style & Fashion
1098,1098,Style & Fashion,welcome to the council of fashion designers of america,0.5363,54,,,Style & Fashion
1099,1099,Style & Fashion,it's a designer it's versace,0.5337,28,,,Style & Fashion
1100,1100,Technology & Computing,everything is technology,0.6327,24,,,Technology & Computing
1101,1101,Technology & Computing,which is very hightech,0.5217,22,,,Technology & Computing
1102,1102,Technology & Computing, ph um i'm goodat computer stuff,0.5056,32,,,Technology & Computing
1103,1103,Technology & Computing,i am computron your answer to everything,0.482,40,,,Technology & Computing
1104,1104,Technology & Computing,time and resources,0.4773,18,,,Technology & Computing
1105,1105,Technology & Computing,everything is in algorithms,0.4668,27,,,Technology & Computing
1106,1106,Technology & Computing,the operating system of our world,0.4667,33,,,Technology & Computing
1107,1107,Technology & Computing,now one importantlife preserver in business is it support,0.4644,57,,,Technology & Computing
1108,1108,Technology & Computing,i'm chief technology officer,0.4632,28,,,Technology & Computing
1109,1109,Technology & Computing, scoffs  i'm setting up computers at a school there getting kids excited about stem,0.463,83,,,Technology & Computing
1110,1110,Technology & Computing,biotech firms game designers tech startups,0.4433,42,,,Technology & Computing
1111,1111,Technology & Computing,the stuff that i'm gonna be teaching in class today,0.4426,51,,,Technology & Computing
1112,1112,Technology & Computing,pretty amazing technology,0.4415,25,,,Technology & Computing
1113,1113,Technology & Computing, in what way are you using innovation today,0.426,43,,,Technology & Computing
1114,1114,Technology & Computing,what about computer forensics  what  we use them all the time,0.4188,61,,,Technology & Computing
1115,1115,Technology & Computing,cisco the human network,0.4152,23,,,Technology & Computing
1116,1116,Technology & Computing, okay i'm about to put forth economics,0.4063,38,,,Technology & Computing
1117,1117,Technology & Computing,electronic music  ooh,0.4039,21,,,Technology & Computing
1118,1118,Technology & Computing,well obviously the finular analysis th any synergized will concur wi mindshare classifications,0.4024,94,,,Technology & Computing
1119,1119,Technology & Computing,it's mostly data entry,0.4012,22,,,Technology & Computing
1120,1120,Technology & Computing, to learn more about th,0.3998,23,,,Technology & Computing
1121,1121,Technology & Computing, i'm in marketing,0.3973,17,,,Technology & Computing
1122,1122,Technology & Computing,""" i specialize in it",0.3971,20,,,Technology & Computing
1123,1123,Technology & Computing,we're just scratching the surface of what it's truly capable of and it could be the defining technology,0.3958,103,,,Technology & Computing
1124,1124,Technology & Computing,a computer is a great big thing with a green screen,0.3936,51,,,Technology & Computing
